CHMI_3965,-626498.66,-1005927.4,Úpa
ZVHS_108N001,-628490.8,-1059090.9,PP Ředického p.
ZVHS_104-021,-686451,-1058189.6,Polepka
CHMI_1049,-736641.65,-1146030.38,Lužnice
CHMI_1175,-540454,-1183258.36,Olšava
ZVHS_203-011,-757811.9,-1190459.2,Žďárský p.
POH_1088,-778618,-981748,Bouřlivec
CHMI_1080,-821777.7,-1072910.99,Úhlava
CHMI_3466,-739123.45,-944925.95,Vilémovský potok
ZVHS_511-002,-657077.8,-1149397.7,Okříšský p.
ZVHS_217-041,-794771.8,-1058853.2,Koželužka
PLA_183,-664296.9,-977668,Jizera
ZVHS_210-067,-694213.56,-1106230.64,Martinický potok
ZVHS_305-005,-738180.3,-1012563.3,Cítovský p.
POH_1529,-871678,-1001383,Rotava
REF_014,-622846.06,-1091111.3,Desná
ZVHS_205-002,-835855.8,-1072025,Kbelanský p.
ZVHS_301N001,-737171.9,-966191.4,VT 109
POH_1190,-789985.88,-969297.38,Flájský potok
ZVHS_206-016,-672243.4,-1111107.2,Úsobský
CHMI_1210,-670143.36,-1104806.25,Sázava
CHMI_1029,-678122.39,-1058431.82,Doubrava
CHMI_1098,-885667.11,-1019206.11,Ohře
POH_100201,-880424,-1022624,Odrava
CHMI_3286,-809320.12,-1121933.05,Otava
ZVHS_105-011,-688716.3,-970565.9,Radčický p.
POD_5585,-550179.7,-1030795.4,Vojtovický potok
PMO_ZPPLP018,-518954.83,-1181998.05,Luhačovický potok
POD_5215,-517915.8,-1098756.4,Moravice
ZVHS_107-019,-596332.39,-1009298.25,Stěnava
ZVHS_215-018,-746720.9,-1096354.1,Sedlecký
CHMI_3567,-533564.03,-1043423.66,Bělá
ZVHS_201-014,-715956.9,-1096023.8,Brodec
REF_054,-675554.52,-1126838.39,Jiřínský potok
PVL_3056,-870845.4,-1058685.58,Sedlištský potok
POH_1110,-719723,-982804,Ploučnice
ZVHS_504-038,-664961.5,-1143746.4,Jestřebský p.
PMO_YPPMA024,-532903.99,-1165616.47,Morava
POH_1488,-775588,-982142,Bílina
REF_088,-853556.18,-1064699.36,Mže
CHMI_3814,-751806.36,-1058414.66,Berounka
CHMI_1171,-501151.65,-1136106.38,Bečva
REF_063,-531245.62,-1200936.48,Kazivec
REF_095,-780331.58,-1130315.5,Otava
POD_5328,-458890,-1117810.2,Lučina
REF_055,-742482.68,-954862.12,Kamenice
CHMI_3169,-716319.39,-1039706.98,Výmola
CHMI_3267,-710095.45,-1148134.87,Kamenice
ZVHS_501-041,-597099.44,-1134419.8,Lysický potok
POD_5586,-550955.9,-1030492.3,Lánský potok
ZVHS_108-005,-642008.3,-1056224,Ředický p.
REF_002,-620951.48,-1166784.23,Oslava
POD_5021,-478733.4,-1112149.4,Ondřejnice
CHMI_1186,-665798.17,-1129527.97,Jihlava
ZVHS_104-038,-697026.7,-1044199.5,Káča
ZVHS_217-027,-799173.2,-1070085.9,Holoubkovský p.
ZVHS_218-003,-825488.9,-1119972.8,Ostružná
PVL_8960,-746713.83,-1064328.39,Zahořanský potok(př.Vltavy)
PMO_BPTKa001,-477397.72,-1157014.54,Stanovnice (Velká Stanovnice)
POH_1131,-853446,-1022550,Havraní potok
POD_5563,-479244.5,-1132603.2,Lubina
ZVHS_216-018,-790154,-1035631,Lišanský p.
PLA_154,-701169.7,-1052902.3,Výrovka
CHMI_3530,-703013.35,-959013.1,Lužická Nisa
PVL_2758,-715681.94,-1154424.46,Nežárka
